VaR,ES,Classes,Loss Mean
15.21054,2.15974,2,24211.81546
15.204964,2.161583,2,24211.81546
15.278493,2.160381,2,24211.81546
15.278538,2.159909,2,24211.81546
14.97789,2.16016,2,24211.81546
15.34894,2.16037,2,24211.81546
15.216572,2.159808,2,24211.81546
15.173202,2.159051,2,24211.81546
15.40529,2.159304,2,24211.81546
15.150348,2.160801,2,24211.81546
15.365074,2.162191,2,24211.81546
15.363414,2.159235,2,24211.81546
15.059249,2.159855,2,24211.81546
15.394091,2.161763,2,24211.81546
15.173388,2.160444,2,24211.81546
15.203131,2.160796,2,24211.81546
15.04337,2.159793,2,24211.81546
15.312001,2.161074,2,24211.81546
15.263064,2.160254,2,24211.81546
15.262861,2.160405,2,24211.81546
15.127953,2.160354,2,24211.81546
15.385979,2.162608,2,24211.81546
15.658144,2.163414,2,24211.81546
15.447187,2.160485,2,24211.81546
15.22306,2.1593,2,24211.81546
15.149986,2.160144,2,24211.81546
15.2473,2.160268,2,24211.81546
16.075403,2.225252,3,24321.05259
16.15855,2.22427,3,24321.05259
16.067985,2.225639,3,24321.05259
16.64163,2.226381,3,24321.05259
16.296112,2.224848,3,24321.05259
16.148717,2.225139,3,24321.05259
15.904712,2.225605,3,24321.05259
16.100996,2.225417,3,24321.05259
16.494201,2.225298,3,24321.05259
15.866901,2.226073,3,24321.05259
15.880427,2.222971,3,24321.05259
15.790743,2.221716,3,24321.05259
16.268302,2.224712,3,24321.05259
16.165476,2.225784,3,24321.05259
16.455602,2.225393,3,24321.05259
15.84638,2.22474,3,24321.05259
16.17918,2.22639,3,24321.05259
16.091742,2.225006,3,24321.05259
16.316057,2.225162,3,24321.05259
15.967274,2.225591,3,24321.05259
16.420754,2.224617,3,24321.05259
16.388945,2.225913,3,24321.05259
15.97949,2.223553,3,24321.05259
16.264496,2.226086,3,24321.05259
16.183462,2.223679,3,24321.05259
16.125178,2.224715,3,24321.05259
16.608461,2.228711,3,24321.05259
16.318636,2.227415,3,24321.05259
16.205218,2.222629,3,24321.05259
16.096941,2.224504,3,24321.05259
16.371837,2.225863,3,24321.05259
16.308614,2.227798,3,24321.05259
16.25769,2.226034,3,24321.05259
16.372015,2.225085,3,24321.05259
16.445634,2.226731,3,24321.05259
16.340395,2.228713,3,24321.05259
16.009089,2.225925,3,24321.05259
16.018649,2.224581,3,24321.05259
16.4102,2.225984,3,24321.05259
16.40314,2.22684,3,24321.05259
16.375242,2.224608,3,24321.05259
16.114336,2.224714,3,24321.05259
15.89552,2.22419,3,24321.05259
16.37519,2.228528,3,24321.05259
15.977285,2.224288,3,24321.05259
16.393246,2.226847,3,24321.05259
16.083308,2.225495,3,24321.05259
16.177929,2.225319,3,24321.05259
15.928867,2.225164,3,24321.05259
16.268484,2.225936,3,24321.05259
16.39337,2.22754,3,24321.05259
16.118148,2.223684,3,24321.05259
16.26241,2.22708,3,24321.05259
16.187513,2.227056,3,24321.05259
16.40887,2.22732,3,24321.05259
16.137499,2.226485,3,24321.05259
16.42199,2.22725,3,24321.05259
16.214559,2.225638,3,24321.05259
16.509761,2.227644,3,24321.05259
16.012605,2.223578,3,24321.05259
16.103595,2.225619,3,24321.05259
16.252118,2.226303,3,24321.05259
16.379237,2.225675,3,24321.05259
16.326178,2.226821,3,24321.05259
16.502453,2.228131,3,24321.05259
16.005134,2.224848,3,24321.05259
16.315485,2.227027,3,24321.05259
16.170342,2.225589,3,24321.05259
15.892831,2.221722,3,24321.05259
16.284058,2.224709,3,24321.05259
16.100763,2.223375,3,24321.05259
16.193242,2.226502,3,24321.05259
16.0917,2.226266,3,24321.05259
16.110462,2.224313,3,24321.05259
16.198908,2.226864,3,24321.05259
16.442883,2.226496,3,24321.05259
16.108379,2.224592,3,24321.05259
16.180702,2.225169,3,24321.05259
16.222155,2.223438,3,24321.05259
16.30234,2.227172,3,24321.05259
16.388018,2.226239,3,24321.05259
16.261995,2.224268,3,24321.05259
16.215075,2.226091,3,24321.05259
16.230629,2.225548,3,24321.05259
15.843442,2.226175,3,24321.05259
16.105516,2.225236,3,24321.05259
15.934358,2.222319,3,24321.05259
16.485246,2.225966,3,24321.05259
16.389991,2.225647,3,24321.05259
16.20785,2.223445,3,24321.05259
16.03111,2.223979,3,24321.05259
16.185591,2.225245,3,24321.05259
16.123698,2.223983,3,24321.05259
16.232904,2.226624,3,24321.05259
16.631087,2.226625,3,24321.05259
16.073667,2.224893,3,24321.05259
16.300279,2.227572,3,24321.05259
16.133671,2.225876,3,24321.05259
16.06666,2.223611,3,24321.05259
16.796577,2.228088,3,24321.05259
16.279414,2.226601,3,24321.05259
15.981801,2.225911,3,24321.05259
15.921843,2.223354,3,24321.05259
16.611112,2.227239,3,24321.05259
16.33924,2.224742,3,24321.05259
16.134066,2.224482,3,24321.05259
15.796163,2.225056,3,24321.05259
16.24595,2.226395,3,24321.05259
16.314823,2.227571,3,24321.05259
16.26472,2.228956,3,24321.05259
16.441529,2.225732,3,24321.05259
16.18321,2.22564,3,24321.05259
16.348788,2.228212,3,24321.05259
16.428746,2.224739,3,24321.05259
16.242192,2.223882,3,24321.05259
15.985836,2.224204,3,24321.05259
15.894323,2.223366,3,24321.05259
16.217162,2.225798,3,24321.05259
16.46918,2.229699,3,24321.05259
16.160272,2.224143,3,24321.05259
16.287326,2.226251,3,24321.05259
16.178087,2.224448,3,24321.05259
16.314443,2.223849,3,24321.05259
16.36889,2.22619,3,24321.05259
16.267809,2.227623,3,24321.05259
16.086131,2.225642,3,24321.05259
16.549759,2.227121,3,24321.05259
16.295137,2.225607,3,24321.05259
16.184332,2.226689,3,24321.05259
16.364533,2.226539,3,24321.05259
16.15585,2.22428,3,24321.05259
15.898431,2.226154,3,24321.05259
15.904823,2.224179,3,24321.05259
16.153558,2.222122,3,24321.05259
16.13174,2.22518,3,24321.05259
16.437111,2.226223,3,24321.05259
16.058348,2.224275,3,24321.05259
16.224005,2.226866,3,24321.05259
16.278702,2.224718,3,24321.05259
16.094331,2.224295,3,24321.05259
16.294896,2.225058,3,24321.05259
16.421645,2.225294,3,24321.05259
16.16886,2.224307,3,24321.05259
16.190048,2.223892,3,24321.05259
16.24584,2.22409,3,24321.05259
16.388768,2.226244,3,24321.05259
16.211957,2.226105,3,24321.05259
16.386482,2.227671,3,24321.05259
16.134243,2.226212,3,24321.05259
15.874089,2.224975,3,24321.05259
16.145187,2.227296,3,24321.05259
16.102063,2.224953,3,24321.05259
16.425702,2.226731,3,24321.05259
16.1839,2.22539,3,24321.05259
16.301966,2.226337,3,24321.05259
16.183112,2.227087,3,24321.05259
16.301586,2.226722,3,24321.05259
16.018051,2.226629,3,24321.05259
16.294219,2.225557,3,24321.05259
16.219125,2.223559,3,24321.05259
15.995103,2.224746,3,24321.05259
16.087655,2.224392,3,24321.05259
16.333533,2.225837,3,24321.05259
15.97867,2.224529,3,24321.05259
16.170792,2.225783,3,24321.05259
16.234177,2.227339,3,24321.05259
16.328689,2.224333,3,24321.05259
16.060033,2.223668,3,24321.05259
16.344145,2.225363,3,24321.05259
16.338685,2.225098,3,24321.05259
16.356445,2.225858,3,24321.05259
15.919622,2.224702,3,24321.05259
16.08237,2.22328,3,24321.05259
16.103289,2.226208,3,24321.05259
16.118675,2.223759,3,24321.05259
16.27028,2.22317,3,24321.05259
16.286547,2.225778,3,24321.05259
16.64302,2.22793,3,24321.05259
16.531824,2.224302,3,24321.05259
16.293244,2.226244,3,24321.05259
16.150208,2.228491,3,24321.05259
16.267507,2.225522,3,24321.05259
16.427478,2.228118,3,24321.05259
16.345543,2.222974,3,24321.05259
16.155122,2.228898,3,24321.05259
16.275306,2.224778,3,24321.05259
16.365931,2.227186,3,24321.05259
16.44606,2.228253,3,24321.05259
16.540041,2.227652,3,24321.05259
16.080976,2.225711,3,24321.05259
16.20234,2.22581,3,24321.05259
16.2511,2.225601,3,24321.05259
16.297291,2.224977,3,24321.05259
16.428503,2.226898,3,24321.05259
16.095813,2.225405,3,24321.05259
16.133376,2.223548,3,24321.05259
16.265918,2.224724,3,24321.05259
16.356612,2.226411,3,24321.05259
16.022803,2.225708,3,24321.05259
16.097379,2.224183,3,24321.05259
17.967225,2.335185,4,25792.50328
17.981855,2.336833,4,25792.50328
18.018116,2.338404,4,25792.50328
17.834448,2.334827,4,25792.50328
17.802979,2.335045,4,25792.50328
18.24966,2.334706,4,25792.50328
18.012227,2.337509,4,25792.50328
17.622456,2.335333,4,25792.50328
17.633038,2.336288,4,25792.50328
17.494512,2.333078,4,25792.50328
18.095925,2.336437,4,25792.50328
17.687485,2.336193,4,25792.50328
17.926796,2.335016,4,25792.50328
17.897626,2.334971,4,25792.50328
18.191879,2.339584,4,25792.50328
17.947823,2.335709,4,25792.50328
17.856485,2.335397,4,25792.50328
17.861704,2.336238,4,25792.50328
17.893709,2.338401,4,25792.50328
17.489486,2.334929,4,25792.50328
18.06298,2.33391,4,25792.50328
17.388171,2.334632,4,25792.50328
17.69536,2.337409,4,25792.50328
17.702118,2.334404,4,25792.50328
17.76696,2.336019,4,25792.50328
17.790606,2.336827,4,25792.50328
18.293182,2.337161,4,25792.50328
18.131678,2.336664,4,25792.50328
17.966784,2.335017,4,25792.50328
17.75789,2.335964,4,25792.50328
18.141356,2.339039,4,25792.50328
18.26575,2.334807,4,25792.50328
18.103113,2.337336,4,25792.50328
17.813346,2.336534,4,25792.50328
17.906347,2.334942,4,25792.50328
18.47824,2.339397,4,25792.50328
17.962085,2.335355,4,25792.50328
17.944434,2.340192,4,25792.50328
18.104652,2.335489,4,25792.50328
18.188447,2.339616,4,25792.50328
17.905589,2.337685,4,25792.50328
17.829676,2.333882,4,25792.50328
17.867662,2.336241,4,25792.50328
17.497453,2.333246,4,25792.50328
17.963636,2.336922,4,25792.50328
17.654576,2.336624,4,25792.50328
17.866329,2.336815,4,25792.50328
18.083387,2.336112,4,25792.50328
18.026237,2.335698,4,25792.50328
18.32233,2.338052,4,25792.50328
18.100421,2.334399,4,25792.50328
17.556767,2.333144,4,25792.50328
17.998362,2.338662,4,25792.50328
17.98409,2.33868,4,25792.50328
18.047574,2.334254,4,25792.50328
18.13244,2.336492,4,25792.50328
17.669422,2.333729,4,25792.50328
17.759626,2.334519,4,25792.50328
17.445808,2.331891,4,25792.50328
17.733612,2.335117,4,25792.50328
18.011575,2.336077,4,25792.50328
17.71514,2.33726,4,25792.50328
17.966859,2.336356,4,25792.50328
17.917087,2.336851,4,25792.50328
17.873168,2.335693,4,25792.50328
17.502017,2.334883,4,25792.50328
18.113769,2.334501,4,25792.50328
18.038441,2.337283,4,25792.50328
18.346649,2.341021,4,25792.50328
18.022351,2.338298,4,25792.50328
17.82981,2.33638,4,25792.50328
17.781861,2.333808,4,25792.50328
18.00858,2.33763,4,25792.50328
17.856202,2.336067,4,25792.50328
18.098957,2.336143,4,25792.50328
17.605206,2.334799,4,25792.50328
17.829107,2.334893,4,25792.50328
17.731891,2.333879,4,25792.50328
18.234326,2.338842,4,25792.50328
17.86254,2.33441,4,25792.50328
17.93285,2.33609,4,25792.50328
17.636879,2.338395,4,25792.50328
17.886819,2.337128,4,25792.50328
17.837218,2.334225,4,25792.50328
17.977358,2.335995,4,25792.50328
18.08249,2.33855,4,25792.50328
17.471703,2.334468,4,25792.50328
17.785461,2.335304,4,25792.50328
18.235646,2.338151,4,25792.50328
17.71303,2.33253,4,25792.50328
17.941508,2.335293,4,25792.50328
18.00076,2.33693,4,25792.50328
17.880216,2.333559,4,25792.50328
18.22499,2.33632,4,25792.50328
17.980898,2.337835,4,25792.50328
18.200875,2.337969,4,25792.50328
18.015877,2.338673,4,25792.50328
17.95003,2.335775,4,25792.50328
17.879948,2.334614,4,25792.50328
18.09111,2.339272,4,25792.50328
17.855903,2.338865,4,25792.50328
17.75458,2.336999,4,25792.50328
17.642025,2.335447,4,25792.50328
17.980979,2.339755,4,25792.50328
17.859987,2.336681,4,25792.50328
17.95179,2.33707,4,25792.50328
17.887151,2.333662,4,25792.50328
17.894428,2.335962,4,25792.50328
17.907502,2.333097,4,25792.50328
17.629811,2.333754,4,25792.50328
17.743714,2.333795,4,25792.50328
17.652585,2.333888,4,25792.50328
17.966297,2.341105,4,25792.50328
17.37029,2.33244,4,25792.50328
17.991418,2.334986,4,25792.50328
17.653385,2.335048,4,25792.50328
17.703424,2.335549,4,25792.50328
17.816796,2.337862,4,25792.50328
18.060742,2.336902,4,25792.50328
17.581287,2.337537,4,25792.50328
17.792072,2.336529,4,25792.50328
18.148218,2.335961,4,25792.50328
17.967297,2.338027,4,25792.50328
17.662598,2.335738,4,25792.50328
17.65864,2.33538,4,25792.50328
17.699206,2.336906,4,25792.50328
18.461953,2.337323,4,25792.50328
17.632932,2.333582,4,25792.50328
17.900362,2.336754,4,25792.50328
17.611253,2.334695,4,25792.50328
18.070398,2.335081,4,25792.50328
17.494682,2.335857,4,25792.50328
17.747402,2.336359,4,25792.50328
17.910731,2.337124,4,25792.50328
17.69444,2.33537,4,25792.50328
18.152026,2.335314,4,25792.50328
17.80355,2.3386,4,25792.50328
17.825137,2.334446,4,25792.50328
17.996061,2.336987,4,25792.50328
17.82535,2.33491,4,25792.50328
17.839962,2.336031,4,25792.50328
17.909435,2.338534,4,25792.50328
18.316824,2.337707,4,25792.50328
17.847999,2.336011,4,25792.50328
18.001622,2.335412,4,25792.50328
17.89456,2.33852,4,25792.50328
18.25276,2.33845,4,25792.50328
18.081423,2.335844,4,25792.50328
17.631388,2.334361,4,25792.50328
18.071499,2.335916,4,25792.50328
17.99467,2.33693,4,25792.50328
18.226079,2.335398,4,25792.50328
17.93711,2.33723,4,25792.50328
17.68375,2.33548,4,25792.50328
17.840826,2.334632,4,25792.50328
17.82875,2.33788,4,25792.50328
18.051173,2.338207,4,25792.50328
18.116758,2.336595,4,25792.50328
17.990104,2.337279,4,25792.50328
17.850897,2.336501,4,25792.50328
18.070614,2.336461,4,25792.50328
17.83204,2.3333,4,25792.50328
17.959951,2.336635,4,25792.50328
17.606408,2.334308,4,25792.50328
17.900906,2.337729,4,25792.50328
17.70996,2.33593,4,25792.50328
17.681171,2.333419,4,25792.50328
17.843616,2.333899,4,25792.50328
17.665613,2.337356,4,25792.50328
17.736746,2.335895,4,25792.50328
17.920292,2.336468,4,25792.50328
18.298452,2.337503,4,25792.50328
17.969648,2.335749,4,25792.50328
