VaR,ES,Classes,Loss Mean
15.464631,2.155541,10,25333.27952
15.686291,2.153997,10,25333.27952
15.47583,2.15554,10,25333.27952
15.868494,2.157657,10,25333.27952
15.475181,2.154402,10,25333.27952
15.762466,2.153786,10,25333.27952
15.32298,2.15336,10,25333.27952
15.525323,2.155022,10,25333.27952
15.340734,2.152497,10,25333.27952
15.531361,2.153773,10,25333.27952
15.43129,2.152588,10,25333.27952
15.360847,2.155323,10,25333.27952
15.672067,2.156949,10,25333.27952
15.400142,2.152298,10,25333.27952
15.665161,2.154952,10,25333.27952
15.798406,2.156339,10,25333.27952
15.410928,2.152409,10,25333.27952
15.598556,2.152616,10,25333.27952
15.689368,2.154489,10,25333.27952
15.590279,2.153664,10,25333.27952
15.52767,2.1552,10,25333.27952
15.335693,2.154101,10,25333.27952
15.432312,2.153876,10,25333.27952
15.343234,2.154055,10,25333.27952
15.499392,2.155492,10,25333.27952
15.610154,2.153573,10,25333.27952
15.27772,2.1555,10,25333.27952
15.982487,2.154696,10,25333.27952
15.468852,2.154058,10,25333.27952
15.68537,2.156373,10,25333.27952
15.431658,2.155115,10,25333.27952
15.60162,2.154501,10,25333.27952
15.386294,2.152233,10,25333.27952
15.425175,2.155194,10,25333.27952
15.476716,2.156205,10,25333.27952
15.703013,2.156768,10,25333.27952
15.901695,2.155297,10,25333.27952
15.388556,2.153119,10,25333.27952
15.687734,2.154835,10,25333.27952
15.7905,2.155822,10,25333.27952
15.710852,2.153145,10,25333.27952
15.616024,2.153636,10,25333.27952
15.49593,2.15703,10,25333.27952
15.56289,2.15261,10,25333.27952
15.631297,2.155285,10,25333.27952
15.50427,2.153772,10,25333.27952
15.495966,2.156708,10,25333.27952
15.581361,2.154055,10,25333.27952
15.345956,2.153826,10,25333.27952
15.512897,2.155089,10,25333.27952
15.612113,2.155745,10,25333.27952
15.38845,2.153499,10,25333.27952
15.785224,2.156229,10,25333.27952
15.535644,2.155666,10,25333.27952
12.299236,1.988136,11,24194.77686
12.484878,1.987639,11,24194.77686
12.389015,1.986097,11,24194.77686
12.526196,1.989196,11,24194.77686
12.431176,1.986661,11,24194.77686
12.251805,1.986693,11,24194.77686
12.481378,1.987346,11,24194.77686
12.34751,1.98786,11,24194.77686
12.513798,1.988221,11,24194.77686
12.604801,1.989189,11,24194.77686
12.346229,1.987661,11,24194.77686
12.45883,1.98843,11,24194.77686
12.36794,1.98961,11,24194.77686
12.387071,1.986631,11,24194.77686
12.463966,1.988551,11,24194.77686
12.52292,1.9877,11,24194.77686
12.239752,1.986845,11,24194.77686
12.382456,1.987019,11,24194.77686
12.32073,1.986613,11,24194.77686
12.503714,1.989285,11,24194.77686
12.402141,1.986406,11,24194.77686
12.50345,1.98724,11,24194.77686
12.412583,1.987939,11,24194.77686
12.557757,1.988889,11,24194.77686
12.509116,1.987194,11,24194.77686
12.511837,1.988358,11,24194.77686
12.396742,1.989519,11,24194.77686
12.700729,1.991183,11,24194.77686
12.487541,1.988062,11,24194.77686
12.456542,1.986527,11,24194.77686
12.5083,1.989435,11,24194.77686
12.601532,1.987583,11,24194.77686
12.381539,1.985995,11,24194.77686
12.824365,1.988813,11,24194.77686
12.422004,1.988101,11,24194.77686
12.429112,1.989554,11,24194.77686
12.337274,1.987489,11,24194.77686
12.372231,1.989309,11,24194.77686
12.28728,1.987567,11,24194.77686
12.298985,1.987527,11,24194.77686
12.548338,1.987211,11,24194.77686
12.56928,1.988297,11,24194.77686
12.675209,1.989645,11,24194.77686
12.40851,1.98855,11,24194.77686
12.467444,1.987245,11,24194.77686
12.33868,1.98707,11,24194.77686
12.505606,1.990539,11,24194.77686
12.399313,1.988432,11,24194.77686
12.183507,1.987598,11,24194.77686
12.519255,1.990471,11,24194.77686
12.315545,1.989036,11,24194.77686
12.426661,1.985391,11,24194.77686
12.587986,1.987357,11,24194.77686
12.26387,1.98762,11,24194.77686
12.470066,1.989403,11,24194.77686
12.52219,1.990499,11,24194.77686
12.50409,1.988557,11,24194.77686
12.386846,1.984854,11,24194.77686
12.509968,1.988251,11,24194.77686
12.475949,1.989236,11,24194.77686
12.321422,1.986407,11,24194.77686
12.42456,1.98917,11,24194.77686
12.366647,1.988673,11,24194.77686
12.527982,1.988185,11,24194.77686
12.679715,1.987068,11,24194.77686
12.830762,1.989348,11,24194.77686
12.333684,1.987148,11,24194.77686
12.534377,1.988293,11,24194.77686
12.438758,1.988683,11,24194.77686
12.65736,1.987369,11,24194.77686
12.316888,1.988335,11,24194.77686
12.833564,1.990056,11,24194.77686
12.697922,1.988701,11,24194.77686
12.501223,1.987592,11,24194.77686
12.496994,1.987438,11,24194.77686
12.58968,1.98927,11,24194.77686
12.561154,1.987165,11,24194.77686
12.382941,1.989125,11,24194.77686
12.525681,1.986916,11,24194.77686
12.53154,1.98755,11,24194.77686
12.524891,1.988255,11,24194.77686
12.470716,1.988125,11,24194.77686
12.505562,1.986333,11,24194.77686
12.3956,1.986009,11,24194.77686
12.467095,1.987838,11,24194.77686
12.4321,1.989363,11,24194.77686
12.52936,1.98801,11,24194.77686
12.609908,1.989779,11,24194.77686
12.799315,1.989621,11,24194.77686
12.789717,1.989148,11,24194.77686
12.350873,1.985655,11,24194.77686
12.393433,1.987935,11,24194.77686
12.469319,1.988045,11,24194.77686
12.458672,1.986951,11,24194.77686
12.226058,1.985568,11,24194.77686
12.25943,1.987764,11,24194.77686
12.425079,1.986818,11,24194.77686
12.239469,1.985317,11,24194.77686
12.58503,1.987486,11,24194.77686
12.384963,1.988385,11,24194.77686
12.428284,1.986729,11,24194.77686
12.540125,1.987228,11,24194.77686
12.56234,1.98948,11,24194.77686
12.336529,1.988272,11,24194.77686
12.33835,1.984915,11,24194.77686
12.474758,1.988511,11,24194.77686
12.619744,1.987465,11,24194.77686
12.262397,1.986471,11,24194.77686
12.488725,1.987565,11,24194.77686
12.640541,1.988642,11,24194.77686
12.56334,1.988239,11,24194.77686
12.411541,1.987763,11,24194.77686
12.571229,1.985915,11,24194.77686
12.48704,1.987389,11,24194.77686
12.40167,1.98601,11,24194.77686
12.3655,1.98672,11,24194.77686
12.479456,1.987329,11,24194.77686
12.52816,1.987496,11,24194.77686
12.283111,1.986861,11,24194.77686
12.562307,1.987465,11,24194.77686
12.304267,1.986121,11,24194.77686
12.573511,1.989834,11,24194.77686
12.511621,1.988928,11,24194.77686
12.434081,1.985675,11,24194.77686
12.26165,1.9857,11,24194.77686
12.256486,1.985608,11,24194.77686
12.39671,1.98777,11,24194.77686
12.497255,1.987313,11,24194.77686
12.425275,1.984984,11,24194.77686
12.36926,1.98879,11,24194.77686
12.372165,1.989631,11,24194.77686
12.432389,1.986766,11,24194.77686
12.648159,1.989618,11,24194.77686
12.484073,1.988409,11,24194.77686
12.362917,1.988031,11,24194.77686
12.499159,1.989276,11,24194.77686
12.349956,1.986686,11,24194.77686
12.363162,1.986914,11,24194.77686
12.84932,1.989286,11,24194.77686
12.405013,1.987965,11,24194.77686
12.42981,1.988761,11,24194.77686
12.371457,1.988132,11,24194.77686
12.777874,1.987419,11,24194.77686
12.57162,1.98949,11,24194.77686
12.550342,1.988893,11,24194.77686
12.224514,1.987812,11,24194.77686
12.418664,1.987617,11,24194.77686
12.329536,1.987142,11,24194.77686
12.404974,1.988877,11,24194.77686
12.38547,1.987508,11,24194.77686
12.181643,1.986742,11,24194.77686
12.54771,1.9901,11,24194.77686
12.476965,1.987372,11,24194.77686
12.502197,1.987796,11,24194.77686
12.695393,1.988191,11,24194.77686
12.272725,1.987581,11,24194.77686
12.448644,1.988724,11,24194.77686
12.587501,1.988102,11,24194.77686
12.400252,1.988435,11,24194.77686
12.40902,1.98693,11,24194.77686
12.363151,1.986463,11,24194.77686
12.471293,1.988473,11,24194.77686
12.162398,1.985175,11,24194.77686
12.239675,1.987317,11,24194.77686
12.52636,1.988531,11,24194.77686
12.510052,1.988692,11,24194.77686
12.431026,1.986455,11,24194.77686
12.425589,1.986764,11,24194.77686
12.567215,1.987695,11,24194.77686
12.479527,1.987885,11,24194.77686
12.557628,1.988596,11,24194.77686
12.503947,1.988525,11,24194.77686
12.23462,1.988258,11,24194.77686
12.573895,1.989007,11,24194.77686
12.292484,1.985855,11,24194.77686
12.345536,1.988068,11,24194.77686
12.59681,1.988305,11,24194.77686
12.46828,1.988194,11,24194.77686
12.550451,1.986384,11,24194.77686
12.422174,1.987679,11,24194.77686
12.300095,1.987165,11,24194.77686
12.599731,1.987979,11,24194.77686
12.423104,1.988968,11,24194.77686
12.507826,1.987773,11,24194.77686
12.645761,1.987514,11,24194.77686
12.682474,1.990638,11,24194.77686
12.546105,1.988934,11,24194.77686
12.395918,1.988047,11,24194.77686
12.731608,1.987779,11,24194.77686
12.732365,1.989491,11,24194.77686
12.736915,1.988232,11,24194.77686
12.54516,1.988539,11,24194.77686
12.33237,1.98667,11,24194.77686
12.456631,1.988891,11,24194.77686
12.505573,1.987986,11,24194.77686
12.519076,1.987177,11,24194.77686
12.448221,1.988124,11,24194.77686
12.44076,1.98776,11,24194.77686
12.482603,1.988764,11,24194.77686
12.478795,1.987402,11,24194.77686
15.059019,2.196044,12,24301.41056
15.378067,2.199233,12,24301.41056
15.28086,2.197575,12,24301.41056
14.885053,2.196355,12,24301.41056
15.30388,2.1982,12,24301.41056
15.03484,2.19604,12,24301.41056
15.405872,2.198254,12,24301.41056
15.163416,2.197013,12,24301.41056
15.440945,2.198355,12,24301.41056
15.674595,2.200505,12,24301.41056
15.031172,2.194692,12,24301.41056
15.021765,2.197629,12,24301.41056
15.100816,2.196917,12,24301.41056
15.035587,2.200159,12,24301.41056
15.303378,2.197743,12,24301.41056
14.991526,2.197173,12,24301.41056
14.932768,2.198585,12,24301.41056
14.904176,2.198317,12,24301.41056
15.314917,2.198854,12,24301.41056
14.984297,2.198805,12,24301.41056
14.913007,2.197092,12,24301.41056
15.371823,2.198735,12,24301.41056
15.318303,2.198411,12,24301.41056
15.35807,2.19965,12,24301.41056
14.965883,2.196408,12,24301.41056
15.215081,2.196453,12,24301.41056
15.139787,2.197422,12,24301.41056
14.715133,2.196814,12,24301.41056
15.170642,2.196822,12,24301.41056
14.962642,2.197704,12,24301.41056
15.053426,2.197173,12,24301.41056
15.080718,2.196951,12,24301.41056
14.959794,2.195547,12,24301.41056
15.231732,2.199112,12,24301.41056
14.928966,2.196068,12,24301.41056
15.107426,2.195565,12,24301.41056
15.136654,2.197916,12,24301.41056
14.898119,2.198323,12,24301.41056
15.375206,2.200223,12,24301.41056
15.17345,2.197253,12,24301.41056
15.278308,2.198911,12,24301.41056
15.156068,2.198451,12,24301.41056
15.119344,2.196229,12,24301.41056
15.186726,2.198226,12,24301.41056
14.757386,2.196319,12,24301.41056
14.979102,2.196636,12,24301.41056
15.192453,2.197094,12,24301.41056
15.322576,2.197612,12,24301.41056
15.016335,2.197682,12,24301.41056
15.171344,2.199195,12,24301.41056
15.294045,2.198842,12,24301.41056
15.085096,2.196881,12,24301.41056
15.01729,2.198546,12,24301.41056
15.333789,2.198564,12,24301.41056
15.161908,2.198744,12,24301.41056
15.503321,2.197401,12,24301.41056
15.059778,2.196948,12,24301.41056
14.899737,2.197758,12,24301.41056
15.046822,2.195315,12,24301.41056
15.213211,2.196518,12,24301.41056
15.206962,2.197677,12,24301.41056
15.282382,2.197244,12,24301.41056
15.249917,2.194112,12,24301.41056
15.253615,2.197617,12,24301.41056
14.99049,2.19882,12,24301.41056
15.33351,2.196993,12,24301.41056
15.20355,2.198257,12,24301.41056
15.170628,2.196405,12,24301.41056
15.148052,2.198921,12,24301.41056
15.176136,2.198046,12,24301.41056
15.003432,2.195417,12,24301.41056
15.040289,2.196892,12,24301.41056
14.878252,2.195996,12,24301.41056
15.028088,2.196863,12,24301.41056
14.993502,2.195547,12,24301.41056
14.831647,2.198035,12,24301.41056
15.021338,2.196409,12,24301.41056
15.338998,2.197337,12,24301.41056
15.127225,2.197401,12,24301.41056
15.394276,2.199129,12,24301.41056
15.141555,2.196563,12,24301.41056
15.467912,2.198105,12,24301.41056
15.292422,2.198509,12,24301.41056
15.180261,2.198396,12,24301.41056
15.400391,2.200041,12,24301.41056
14.926671,2.195351,12,24301.41056
15.117837,2.197298,12,24301.41056
15.426183,2.197442,12,24301.41056
14.93967,2.197013,12,24301.41056
15.028852,2.196277,12,24301.41056
15.179591,2.196844,12,24301.41056
14.909234,2.194084,12,24301.41056
14.996339,2.195236,12,24301.41056
15.22947,2.197727,12,24301.41056
15.355521,2.196951,12,24301.41056
14.972925,2.196484,12,24301.41056
15.076202,2.197896,12,24301.41056
15.473791,2.197874,12,24301.41056
14.953077,2.195663,12,24301.41056
15.213481,2.197928,12,24301.41056
15.258381,2.198223,12,24301.41056
15.12918,2.198126,12,24301.41056
15.462663,2.195403,12,24301.41056
15.158686,2.196317,12,24301.41056
15.258042,2.196303,12,24301.41056
15.134375,2.197725,12,24301.41056
15.18626,2.19934,12,24301.41056
15.3475,2.1987,12,24301.41056
15.359663,2.198548,12,24301.41056
15.556102,2.198223,12,24301.41056
15.006114,2.195888,12,24301.41056
15.038857,2.197617,12,24301.41056
15.037073,2.196353,12,24301.41056
14.990298,2.198655,12,24301.41056
15.147364,2.196156,12,24301.41056
15.115387,2.199245,12,24301.41056
15.474253,2.200278,12,24301.41056
15.2379,2.19934,12,24301.41056
14.880945,2.197546,12,24301.41056
15.141714,2.197938,12,24301.41056
15.301065,2.200199,12,24301.41056
15.288343,2.197832,12,24301.41056
15.147491,2.199321,12,24301.41056
14.941195,2.197955,12,24301.41056
15.066816,2.196396,12,24301.41056
14.997676,2.197748,12,24301.41056
15.274585,2.196587,12,24301.41056
15.151139,2.197438,12,24301.41056
15.231821,2.198407,12,24301.41056
15.279885,2.196688,12,24301.41056
15.17783,2.19645,12,24301.41056
14.967805,2.198673,12,24301.41056
15.066531,2.199075,12,24301.41056
14.956679,2.195907,12,24301.41056
15.19948,2.198996,12,24301.41056
15.020791,2.197462,12,24301.41056
15.133547,2.200374,12,24301.41056
15.144364,2.196864,12,24301.41056
15.046365,2.195553,12,24301.41056
15.205697,2.201054,12,24301.41056
14.897992,2.196713,12,24301.41056
15.107816,2.197375,12,24301.41056
14.924693,2.194808,12,24301.41056
14.877139,2.196498,12,24301.41056
14.858522,2.195019,12,24301.41056
15.04771,2.198661,12,24301.41056
15.26821,2.19696,12,24301.41056
15.30379,2.19739,12,24301.41056
15.112522,2.197285,12,24301.41056
15.127178,2.195776,12,24301.41056
15.141077,2.197621,12,24301.41056
15.42899,2.198052,12,24301.41056
15.249333,2.198587,12,24301.41056
15.321472,2.197078,12,24301.41056
15.219177,2.199389,12,24301.41056
15.103828,2.198731,12,24301.41056
14.85138,2.1984,12,24301.41056
15.185442,2.197568,12,24301.41056
15.150053,2.200068,12,24301.41056
15.205147,2.199725,12,24301.41056
15.15372,2.19913,12,24301.41056
15.203385,2.197529,12,24301.41056
14.758501,2.196373,12,24301.41056
15.02723,2.19464,12,24301.41056
15.393048,2.200581,12,24301.41056
14.963818,2.196268,12,24301.41056
15.339856,2.197441,12,24301.41056
15.03508,2.1975,12,24301.41056
15.210019,2.199145,12,24301.41056
15.054212,2.198552,12,24301.41056
15.075423,2.197977,12,24301.41056
15.482752,2.199485,12,24301.41056
15.27702,2.19846,12,24301.41056
15.343636,2.198229,12,24301.41056
15.284612,2.198352,12,24301.41056
15.128751,2.197313,12,24301.41056
15.160844,2.197769,12,24301.41056
15.193916,2.199709,12,24301.41056
15.103019,2.195196,12,24301.41056
14.91547,2.198514,12,24301.41056
15.2018,2.196779,12,24301.41056
15.380661,2.199376,12,24301.41056
15.051513,2.198761,12,24301.41056
15.233733,2.201453,12,24301.41056
15.555525,2.198317,12,24301.41056
15.269233,2.197553,12,24301.41056
15.214343,2.199136,12,24301.41056
14.996257,2.195438,12,24301.41056
15.133088,2.196814,12,24301.41056
15.237683,2.197275,12,24301.41056
15.393314,2.196927,12,24301.41056
15.041634,2.196335,12,24301.41056
14.98743,2.197624,12,24301.41056
14.892134,2.197674,12,24301.41056
14.99959,2.197044,12,24301.41056
15.188349,2.199487,12,24301.41056
15.067231,2.198091,12,24301.41056
15.21403,2.20023,12,24301.41056
14.900227,2.198195,12,24301.41056
15.052668,2.195222,12,24301.41056
18.378944,2.407066,13,24629.12195
18.035926,2.409158,13,24629.12195
18.78735,2.410041,13,24629.12195
18.078311,2.406559,13,24629.12195
17.749276,2.403937,13,24629.12195
17.74668,2.406449,13,24629.12195
17.991414,2.407889,13,24629.12195
17.98498,2.407804,13,24629.12195
18.16576,2.407114,13,24629.12195
18.24763,2.40723,13,24629.12195
17.995309,2.408963,13,24629.12195
18.196479,2.408912,13,24629.12195
18.068462,2.407784,13,24629.12195
18.517987,2.410446,13,24629.12195
17.818231,2.406138,13,24629.12195
18.50401,2.409084,13,24629.12195
18.557229,2.409402,13,24629.12195
18.448208,2.411038,13,24629.12195
17.863246,2.408469,13,24629.12195
18.206933,2.407466,13,24629.12195
17.910196,2.407765,13,24629.12195
18.063738,2.409318,13,24629.12195
18.342624,2.410283,13,24629.12195
17.906747,2.407831,13,24629.12195
18.015002,2.406315,13,24629.12195
17.882921,2.405451,13,24629.12195
18.384396,2.407761,13,24629.12195
18.113283,2.408756,13,24629.12195
18.499741,2.410681,13,24629.12195
18.127936,2.408137,13,24629.12195
17.694525,2.405697,13,24629.12195
18.429913,2.407842,13,24629.12195
18.189859,2.407249,13,24629.12195
18.210994,2.408532,13,24629.12195
18.462532,2.408586,13,24629.12195
18.851124,2.410629,13,24629.12195
18.267264,2.410667,13,24629.12195
18.07341,2.40794,13,24629.12195
18.3476,2.41127,13,24629.12195
18.144323,2.409753,13,24629.12195
18.236637,2.411771,13,24629.12195
18.36547,2.40872,13,24629.12195
18.353929,2.411881,13,24629.12195
17.826261,2.405316,13,24629.12195
18.37184,2.41015,13,24629.12195
18.13081,2.40981,13,24629.12195
17.94512,2.408,13,24629.12195
18.218229,2.407706,13,24629.12195
17.760775,2.406157,13,24629.12195
18.101991,2.407679,13,24629.12195
18.411187,2.410948,13,24629.12195
18.119903,2.408337,13,24629.12195
18.526862,2.407846,13,24629.12195
17.868004,2.408999,13,24629.12195
18.302944,2.408732,13,24629.12195
18.005297,2.406779,13,24629.12195
18.278904,2.407182,13,24629.12195
18.349893,2.408172,13,24629.12195
18.067622,2.407581,13,24629.12195
17.73966,2.40698,13,24629.12195
18.019544,2.409142,13,24629.12195
18.016138,2.408986,13,24629.12195
18.389227,2.408128,13,24629.12195
18.363202,2.408322,13,24629.12195
18.321697,2.410461,13,24629.12195
18.032853,2.407721,13,24629.12195
18.423537,2.409482,13,24629.12195
18.468369,2.409373,13,24629.12195
18.431537,2.407519,13,24629.12195
18.387087,2.409616,13,24629.12195
17.867454,2.410418,13,24629.12195
17.776948,2.406464,13,24629.12195
18.051513,2.406848,13,24629.12195
18.539648,2.409499,13,24629.12195
18.340457,2.408763,13,24629.12195
18.216943,2.405934,13,24629.12195
18.042688,2.406454,13,24629.12195
18.368508,2.409429,13,24629.12195
18.48835,2.408696,13,24629.12195
17.999257,2.408633,13,24629.12195
18.21939,2.410444,13,24629.12195
18.73685,2.41141,13,24629.12195
18.62687,2.410826,13,24629.12195
17.903729,2.404978,13,24629.12195
18.409384,2.410451,13,24629.12195
18.297179,2.408079,13,24629.12195
18.39847,2.407985,13,24629.12195
18.475306,2.412969,13,24629.12195
18.280302,2.408968,13,24629.12195
17.868852,2.406701,13,24629.12195
18.386232,2.410819,13,24629.12195
17.87686,2.407421,13,24629.12195
18.48629,2.407785,13,24629.12195
18.491351,2.408998,13,24629.12195
18.148244,2.409174,13,24629.12195
18.40032,2.41131,13,24629.12195
18.42138,2.41251,13,24629.12195
18.215852,2.408073,13,24629.12195
18.491125,2.406675,13,24629.12195
17.972271,2.406583,13,24629.12195
18.224461,2.411511,13,24629.12195
18.28783,2.41079,13,24629.12195
18.245701,2.409291,13,24629.12195
18.099954,2.409822,13,24629.12195
18.527673,2.410578,13,24629.12195
18.117701,2.406855,13,24629.12195
18.273369,2.409247,13,24629.12195
18.053865,2.407848,13,24629.12195
18.400898,2.408054,13,24629.12195
18.234272,2.405632,13,24629.12195
18.418471,2.408298,13,24629.12195
17.905069,2.406562,13,24629.12195
18.299287,2.409974,13,24629.12195
17.964116,2.407263,13,24629.12195
18.16243,2.410171,13,24629.12195
18.04346,2.405992,13,24629.12195
18.04965,2.40853,13,24629.12195
17.846018,2.408363,13,24629.12195
17.834726,2.408385,13,24629.12195
18.391108,2.407589,13,24629.12195
17.893049,2.408158,13,24629.12195
17.976453,2.409646,13,24629.12195
18.308987,2.407342,13,24629.12195
18.427562,2.409614,13,24629.12195
18.51341,2.410626,13,24629.12195
18.452169,2.410843,13,24629.12195
18.190802,2.408923,13,24629.12195
18.485621,2.410076,13,24629.12195
18.619818,2.411381,13,24629.12195
18.586878,2.408925,13,24629.12195
18.063617,2.409251,13,24629.12195
17.83007,2.40514,13,24629.12195
18.255459,2.410478,13,24629.12195
18.248252,2.407114,13,24629.12195
18.409407,2.411114,13,24629.12195
18.6995,2.412959,13,24629.12195
17.934943,2.408273,13,24629.12195
18.279826,2.408183,13,24629.12195
18.271011,2.406541,13,24629.12195
17.961393,2.406387,13,24629.12195
17.922063,2.407457,13,24629.12195
18.113549,2.410956,13,24629.12195
17.987182,2.406807,13,24629.12195
18.4489,2.41061,13,24629.12195
18.582065,2.410741,13,24629.12195
18.289895,2.409127,13,24629.12195
18.440591,2.407773,13,24629.12195
17.640528,2.407201,13,24629.12195
18.317248,2.409734,13,24629.12195
18.543805,2.411314,13,24629.12195
17.772147,2.404286,13,24629.12195
18.16655,2.406416,13,24629.12195
17.808878,2.406199,13,24629.12195
18.55951,2.407764,13,24629.12195
18.377979,2.408219,13,24629.12195
18.439854,2.407631,13,24629.12195
18.145225,2.408596,13,24629.12195
17.93678,2.406567,13,24629.12195
18.205739,2.406709,13,24629.12195
18.39778,2.410888,13,24629.12195
18.371995,2.407756,13,24629.12195
18.221058,2.407361,13,24629.12195
18.256172,2.406208,13,24629.12195
18.233641,2.407925,13,24629.12195
18.459569,2.410563,13,24629.12195
18.432702,2.408741,13,24629.12195
18.397931,2.413399,13,24629.12195
18.185023,2.407892,13,24629.12195
18.731352,2.412407,13,24629.12195
18.088326,2.408398,13,24629.12195
18.738231,2.412962,13,24629.12195
18.283593,2.407312,13,24629.12195
18.14335,2.410265,13,24629.12195
18.004898,2.404758,13,24629.12195
18.384842,2.412697,13,24629.12195
18.05873,2.405676,13,24629.12195
18.376106,2.409002,13,24629.12195
18.232458,2.409331,13,24629.12195
18.117416,2.406511,13,24629.12195
18.107746,2.408446,13,24629.12195
17.781247,2.405602,13,24629.12195
18.093847,2.409821,13,24629.12195
18.211534,2.405657,13,24629.12195
18.39041,2.4083,13,24629.12195
17.922106,2.408177,13,24629.12195
18.311952,2.408353,13,24629.12195
18.515292,2.408844,13,24629.12195
18.078272,2.406961,13,24629.12195
18.29674,2.41127,13,24629.12195
18.187154,2.410556,13,24629.12195
18.24468,2.408452,13,24629.12195
17.82234,2.407827,13,24629.12195
18.094164,2.408341,13,24629.12195
18.256992,2.407704,13,24629.12195
18.420188,2.410708,13,24629.12195
18.604067,2.408675,13,24629.12195
18.47501,2.408796,13,24629.12195
18.228976,2.408896,13,24629.12195
18.408207,2.409066,13,24629.12195
18.161187,2.405884,13,24629.12195
23.264935,2.727126,14,29043.47523
23.035251,2.727051,14,29043.47523
23.466129,2.729977,14,29043.47523
23.433412,2.727814,14,29043.47523
23.482915,2.728019,14,29043.47523
22.788467,2.727047,14,29043.47523
23.043813,2.726208,14,29043.47523
23.52715,2.731456,14,29043.47523
23.672313,2.728211,14,29043.47523
23.449632,2.731335,14,29043.47523
23.963683,2.728493,14,29043.47523
22.932069,2.727982,14,29043.47523
23.365676,2.727104,14,29043.47523
23.541295,2.727241,14,29043.47523
23.332062,2.727884,14,29043.47523
23.44467,2.730066,14,29043.47523
23.439592,2.727927,14,29043.47523
22.983648,2.728569,14,29043.47523
23.348708,2.723887,14,29043.47523
23.410911,2.727754,14,29043.47523
23.485301,2.731215,14,29043.47523
23.026885,2.727448,14,29043.47523
22.749182,2.726233,14,29043.47523
23.250402,2.727374,14,29043.47523
23.295377,2.726184,14,29043.47523
23.935932,2.728677,14,29043.47523
23.695977,2.725835,14,29043.47523
23.100251,2.726465,14,29043.47523
24.001154,2.731432,14,29043.47523
23.022841,2.726061,14,29043.47523
23.485932,2.727166,14,29043.47523
23.783929,2.730407,14,29043.47523
23.332685,2.726712,14,29043.47523
23.72035,2.730504,14,29043.47523
23.385496,2.724802,14,29043.47523
23.436108,2.729693,14,29043.47523
22.908959,2.724949,14,29043.47523
23.172352,2.723889,14,29043.47523
23.548083,2.731817,14,29043.47523
23.495717,2.727736,14,29043.47523
23.124581,2.728886,14,29043.47523
22.979381,2.725537,14,29043.47523
22.85265,2.727691,14,29043.47523
23.215111,2.725336,14,29043.47523
23.42076,2.73091,14,29043.47523
23.52997,2.728797,14,29043.47523
23.011646,2.724422,14,29043.47523
23.646817,2.731269,14,29043.47523
23.07345,2.72377,14,29043.47523
23.393464,2.729612,14,29043.47523
23.666081,2.728607,14,29043.47523
23.68522,2.725559,14,29043.47523
23.40282,2.73019,14,29043.47523
23.208528,2.729278,14,29043.47523
23.18171,2.72543,14,29043.47523
23.988525,2.730943,14,29043.47523
23.311419,2.724108,14,29043.47523
22.964169,2.722724,14,29043.47523
23.326718,2.727137,14,29043.47523
22.273743,2.723739,14,29043.47523
23.443575,2.728599,14,29043.47523
23.547455,2.731787,14,29043.47523
23.11541,2.728303,14,29043.47523
23.646702,2.729453,14,29043.47523
23.012507,2.725627,14,29043.47523
23.693789,2.726308,14,29043.47523
23.383409,2.730026,14,29043.47523
22.90693,2.727717,14,29043.47523
23.686891,2.726777,14,29043.47523
23.079592,2.729134,14,29043.47523
23.333992,2.727879,14,29043.47523
23.582078,2.729829,14,29043.47523
23.839639,2.728796,14,29043.47523
23.11888,2.727139,14,29043.47523
23.3604,2.72892,14,29043.47523
23.150972,2.725631,14,29043.47523
23.730184,2.727094,14,29043.47523
23.711431,2.729636,14,29043.47523
23.382153,2.727237,14,29043.47523
23.087909,2.725813,14,29043.47523
22.927659,2.724707,14,29043.47523
23.29134,2.72574,14,29043.47523
23.43725,2.728242,14,29043.47523
23.755978,2.725513,14,29043.47523
23.301439,2.728362,14,29043.47523
23.0545,2.724723,14,29043.47523
23.17373,2.729047,14,29043.47523
23.537072,2.730233,14,29043.47523
23.883406,2.727084,14,29043.47523
23.398152,2.725565,14,29043.47523
23.643182,2.729981,14,29043.47523
23.363251,2.728265,14,29043.47523
23.149429,2.731462,14,29043.47523
23.80681,2.731812,14,29043.47523
23.581143,2.730062,14,29043.47523
23.498661,2.730442,14,29043.47523
23.657161,2.726278,14,29043.47523
23.180557,2.724986,14,29043.47523
22.791005,2.728216,14,29043.47523
23.115716,2.728273,14,29043.47523
23.333633,2.727163,14,29043.47523
23.51313,2.72851,14,29043.47523
22.946556,2.726323,14,29043.47523
23.233265,2.727195,14,29043.47523
23.01796,2.729204,14,29043.47523
23.42147,2.726042,14,29043.47523
23.213822,2.728423,14,29043.47523
23.473804,2.727905,14,29043.47523
23.164119,2.725673,14,29043.47523
23.150623,2.728801,14,29043.47523
23.338527,2.728222,14,29043.47523
23.874055,2.729368,14,29043.47523
23.532038,2.729603,14,29043.47523
23.704093,2.731928,14,29043.47523
23.30128,2.727187,14,29043.47523
23.255829,2.728609,14,29043.47523
23.015336,2.727973,14,29043.47523
22.745649,2.725886,14,29043.47523
23.477715,2.728152,14,29043.47523
23.247577,2.725435,14,29043.47523
23.7209,2.72917,14,29043.47523
22.82465,2.726333,14,29043.47523
