35000,36,1287.2,3,9.74,23,67.2,39,2,5.5441,662,4.7292
14000,60,387.86,10,15.94,10,29,30,2,4.699,672,3.6639
34750,36,1291.3,6,11.73,14,57.4,23,0,5.0212,662,3.9655
12000,60,281.16,10,13.94,15,32.5,35,0,5.0414,717,3.8019
18350,60,481.28,6,19.29,5,31.7,24,1,4.6435,662,3.425
32350,36,1135.4,10,21.41,15,33.6,30,6,4.9138,727,4.6361
15000,36,524.33,5,3.24,5,51.1,7,0,4.7782,677,3.677
23325,36,878.66,5,23.13,5,38.7,6,0,4.6891,662,3.9856
35000,36,1196,7,21.54,15,64.2,28,0,5.301,687,4.5311
12000,36,473.96,2,26.16,10,63.6,21,0,4.6021,677,3.9336
5000,36,196.38,3,19.37,21,46.3,34,0,4.9777,662,4.2874
16000,36,554.57,0,5.38,10,48.4,16,0,4.9031,677,3.3381
21000,60,490.38,10,27.67,22,25.1,36,5,4.9031,717,4.2166
20000,36,673.79,7,28.22,30,52,57,2,5.248,712,4.8802
6825,36,264.16,9,4.44,5,34.2,8,0,4.3617,662,3.6281
16000,60,323.59,3,9.42,4,1.4,16,4,4.6818,767,1.9445
11000,36,372.5,2,4.94,7,64.4,20,0,5.2553,662,3.8919
35000,60,989.29,5,17.77,26,40.5,41,2,5.356,667,4.3459
32000,60,847.63,10,20.59,7,75,21,0,4.9445,677,4.0739
10000,36,336.9,10,2.57,10,36.4,25,4,5.3979,702,4.1357
35000,60,950.42,3,8.94,11,30.4,37,1,5.1358,722,3.8218
10000,36,383.98,1,5.04,7,71.6,42,1,5,677,4.226
2500,36,84.46,4,13.24,13,74,24,2,5.1139,667,4.1744
20025,60,510.69,10,10.04,12,19,24,0,5.1038,677,3.5338
20675,60,616.95,10,6.21,7,89.9,12,1,5.0607,682,3.8404
4800,36,189.59,4,29.91,6,47.8,6,0,4.398,662,3.4501
10000,36,315.17,3,22.69,9,0,19,0,5.301,762,5.5743
7025,36,254.86,10,28.07,15,67.4,37,2,4.5563,682,3.8894
17325,36,589.36,4,20.79,8,84.5,19,5,4.7924,707,4.3107
18000,60,471.7,7,31.53,13,81.2,23,0,4.9031,677,4.3024
20000,36,635.07,5,16.81,38,18.4,52,1,5.1335,767,4.268
10375,36,379.47,10,38.48,10,70.4,28,4,4.8228,692,4.2522
20375,36,677.91,10,2.34,6,39.6,18,7,4.9294,772,4.0283
24000,36,879.63,10,21.54,6,74.7,18,1,5.0414,677,4.1039
24000,60,649.15,4,17.52,19,46.1,44,2,5.0792,667,3.4564
13375,36,520.54,2,34.4,15,63.2,39,0,4.6233,687,4.133
21000,36,769.68,10,38.91,22,68.4,45,1,5.2553,662,4.3946
2850,36,98.3,10,29.73,7,40.2,21,0,4.574,672,3.3201
12800,36,435.31,10,7.74,8,42.2,17,3,4.9425,732,4.1321
24000,60,716.16,5,22.46,18,73,29,2,4.9031,672,4.6412
35000,36,1223.8,5,17.51,16,55.9,26,2,5.2041,707,4.5771
14100,36,511.52,2,27.4,16,60.9,38,1,4.8129,662,3.9965
35000,36,1129.2,9,6.72,9,42.2,15,2,5.3118,737,5.1742
35000,36,1257.8,10,13.05,10,77.4,16,2,5.1461,692,4.2429
10000,60,248.48,0,5.42,4,11.3,6,1,4.8451,677,2.4346
6000,36,207.97,2,25.27,10,37.3,16,0,4.5947,672,3.8118
30000,36,1201.9,3,18.76,19,2.7,22,0,4.959,702,2.4014
